stock-code,reference-price,celling-price,floor-price,price,volume,total-volume,total-value,highest-price,lowest-price,average-price
V21,0.0,6.9,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VBC,0.0,22.5,24.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VC1,0.0,8.1,8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VC2,0.0,9.1,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VC3,0.0,30.6,33.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VC6,0.0,18.0,19.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VC7,0.0,12.6,13.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VC9,0.0,4.4,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VCC,0.0,10.5,11.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VCM,0.0,16.5,18.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VCS,0.0,70.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VDL,0.0,14.1,15.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VE1,0.0,2.9,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VE3,0.0,9.1,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VE4,0.0,259.4,285.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VE8,0.0,4.9,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VFS,0.0,19.3,21.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VGP,0.0,24.0,26.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VGS,0.0,31.7,34.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VHE,0.0,3.6,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VHL,0.0,11.4,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VIF,0.0,16.3,17.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VIG,0.0,7.4,8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VIT,0.0,17.9,19.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VLA,0.0,16.6,18.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VMC,0.0,8.0,8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VMS,0.0,26.9,29.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VNC,0.0,38.5,42.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VNF,0.0,9.2,10.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VNR,0.0,24.1,26.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VNT,0.0,50.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VSA,0.0,26.1,28.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VSM,0.0,16.8,18.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VTC,0.0,10.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VTH,0.0,8.1,8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VTJ,0.0,3.5,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VTV,0.0,6.2,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VTZ,0.0,8.6,9.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WCS,0.0,195.0,214.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WSS,0.0,5.6,6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
X20,0.0,11.0,12.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A32,0.0,32.2,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AAH,0.0,6.0,6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AAS,0.0,8.6,9.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABB,0.0,7.8,8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABC,0.0,12.0,13.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABI,0.0,23.3,26.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABW,0.0,9.9,11.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACE,0.0,34.7,39.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACM,0.0,0.5,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACS,0.0,6.9,7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACV,0.0,98.0,112.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFX,0.0,8.5,9.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AG1,0.0,8.2,9.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGF,0.0,2.3,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGP,0.0,39.4,45.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGX,0.0,50.0,57.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AIC,0.0,11.2,12.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALV,0.0,8.4,9.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AMD,0.0,1.1,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AMP,0.0,23.1,26.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AMS,0.0,10.1,11.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANT,0.0,11.3,12.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
APC,0.0,7.8,8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
APF,0.0,69.3,79.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
APL,0.0,18.5,21.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
APP,0.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
APT,0.0,3.3,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ART,0.0,1.3,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASA,0.0,12.6,14.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ATA,0.0,0.9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ATB,0.0,0.7,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ATG,0.0,6.1,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AVC,0.0,57.7,66.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AVF,0.0,0.4,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B82,0.0,0.5,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BAL,0.0,9.2,10.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BBH,0.0,11.4,15.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BBM,0.0,10.7,12.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BBT,0.0,7.6,8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BCA,0.0,19.2,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BCB,0.0,0.5,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BCO,0.0,11.0,15.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BCP,0.0,10.3,11.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BCR,0.0,5.7,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BCV,0.0,21.5,30.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BDG,0.0,31.9,36.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BDT,0.0,11.4,13.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BDW,0.0,22.4,25.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BEL,0.0,14.7,20.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BGW,0.0,16.0,18.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BHA,0.0,21.0,24.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BHC,0.0,1.7,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BHG,0.0,11.0,12.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BHI,0.0,14.0,16.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BHK,0.0,19.5,22.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BHP,0.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BIG,0.0,8.2,9.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BII,0.0,0.8,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BIO,0.0,18.0,20.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BLF,0.0,4.2,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BLI,0.0,11.0,12.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BLN,0.0,7.2,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BLT,0.0,49.9,57.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BMD,0.0,14.3,16.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BMF,0.0,11.8,13.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BMG,0.0,19.0,21.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BMJ,0.0,10.2,11.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BMN,0.0,7.5,8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BMS,0.0,10.9,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BMV,0.0,8.1,9.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BNW,0.0,9.2,12.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BOT,0.0,2.9,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BQB,0.0,3.3,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRR,0.0,20.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRS,0.0,19.5,22.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BSA,0.0,22.2,25.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BSD,0.0,16.4,18.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BSG,0.0,11.9,13.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BSH,0.0,20.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BSL,0.0,10.1,11.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BSP,0.0,10.5,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BSQ,0.0,19.2,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BSR,0.0,19.4,22.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BT1,0.0,12.5,14.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BT6,0.0,3.4,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BTB,0.0,5.9,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BTD,0.0,20.3,23.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BTG,0.0,10.5,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BTH,0.0,26.0,29.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BTN,0.0,2.9,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BTU,0.0,16.0,18.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BTV,0.0,11.0,12.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BVB,0.0,12.3,14.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BVG,0.0,2.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BVL,0.0,10.9,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BVN,0.0,13.0,14.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BWA,0.0,8.8,10.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BWS,0.0,32.0,36.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C12,0.0,3.2,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C21,0.0,14.3,16.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C22,0.0,17.0,23.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C4G,0.0,10.1,11.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C92,0.0,3.6,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CAB,0.0,11.1,12.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CAD,0.0,0.5,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CAR,0.0,23.3,26.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CAT,0.0,16.9,19.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CBI,0.0,8.8,10.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CBS,0.0,29.3,33.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC1,0.0,13.6,15.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CC4,0.0,9.3,10.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCA,0.0,15.0,17.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCM,0.0,41.2,47.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCP,0.0,23.6,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCT,0.0,8.5,9.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCV,0.0,35.1,40.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDG,0.0,2.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDH,0.0,2.9,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDO,0.0,1.3,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDP,0.0,11.0,12.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDR,0.0,5.6,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CE1,0.0,11.3,12.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CEG,0.0,10.0,11.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CEN,0.0,2.8,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CFM,0.0,8.7,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CFV,0.0,19.3,22.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CGV,0.0,2.8,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CH5,0.0,9.0,10.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHC,0.0,3.6,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHS,0.0,10.7,12.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CI5,0.0,12.0,13.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CID,0.0,11.5,13.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CIP,0.0,2.5,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CK8,0.0,3.6,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CKA,0.0,49.4,56.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CKD,0.0,24.0,27.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CLG,0.0,0.6,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CLX,0.0,13.6,15.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CMD,0.0,19.5,22.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CMF,0.0,215.0,247.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CMI,0.0,1.1,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CMK,0.0,8.8,12.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CMM,0.0,8.8,10.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CMN,0.0,77.4,108.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CMP,0.0,8.1,11.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CMT,0.0,19.6,22.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CMW,0.0,11.5,13.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CNA,0.0,43.9,61.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CNC,0.0,28.6,32.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CNN,0.0,40.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CNT,0.0,19.9,22.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CPA,0.0,7.3,8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CPH,0.0,0.3,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CPI,0.0,3.8,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CQN,0.0,27.9,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CQT,0.0,10.0,11.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CSI,0.0,38.5,44.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CST,0.0,24.0,27.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CT3,0.0,7.3,10.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CT6,0.0,6.1,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CTA,0.0,1.4,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CTN,0.0,0.5,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CTW,0.0,21.5,24.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CTX,0.0,7.6,10.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYC,0.0,4.1,4.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D17,0.0,49.9,57.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DAC,0.0,7.4,10.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DAN,0.0,34.3,39.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DAS,0.0,11.5,13.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DBM,0.0,25.7,29.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DC1,0.0,6.8,7.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DCF,0.0,41.0,47.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DCG,0.0,18.7,21.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DCH,0.0,10.1,14.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DCR,0.0,5.8,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DCS,0.0,0.5,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DCT,0.0,0.6,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DDH,0.0,15.9,22.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DDM,0.0,1.2,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DDN,0.0,7.9,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DDV,0.0,18.6,21.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DFC,0.0,20.5,23.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DFF,0.0,9.0,10.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DGT,0.0,6.1,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DHB,0.0,8.9,10.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DHD,0.0,24.8,28.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DHN,0.0,21.0,24.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DIC,0.0,1.2,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DID,0.0,4.1,4.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DKC,0.0,1.8,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DLD,0.0,6.4,8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DLR,0.0,11.9,13.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DLT,0.0,8.6,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DM7,0.0,20.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DMN,0.0,5.1,5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DMS,0.0,8.6,9.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DNA,0.0,24.1,27.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DND,0.0,17.0,19.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DNE,0.0,9.3,10.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DNH,0.0,47.8,54.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DNL,0.0,24.0,27.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DNM,0.0,18.4,21.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DNN,0.0,0.2,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DNT,0.0,38.9,44.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DNW,0.0,29.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DOC,0.0,8.5,9.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DOP,0.0,14.9,20.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DP1,0.0,36.1,41.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DP2,0.0,4.8,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DPH,0.0,34.8,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DPP,0.0,20.8,23.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DPS,0.0,0.4,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DRG,0.0,8.4,9.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DRI,0.0,13.0,14.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DSC,0.0,26.0,29.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DSD,0.0,20.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DSG,0.0,5.0,5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DSP,0.0,9.7,11.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DSV,0.0,7.9,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DTB,0.0,11.5,13.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DTE,0.0,3.5,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DTH,0.0,13.6,15.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DTI,0.0,3.4,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DTP,0.0,122.2,140.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DTV,0.0,35.0,40.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DUS,0.0,13.0,18.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DVC,0.0,11.0,12.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DVN,0.0,18.6,21.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DVW,0.0,18.0,25.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DWC,0.0,10.1,11.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DWS,0.0,14.5,16.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DXL,0.0,7.3,8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DZM,0.0,2.9,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E12,0.0,6.2,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E29,0.0,5.4,6.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EFI,0.0,1.7,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EIC,0.0,22.2,25.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EIN,0.0,3.6,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EME,0.0,27.3,31.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
